recovery_url_id,competitor_authority_id,canonical_site,scope_policy,source_url_raw,attempt1_url_id,computed_canonical_url,final_url,discovery_source,discovery_parent_url,access_route,terminal_status,target_http_status,robots_decision,browser_rendered,page_evidence_id,error_class,error_detail,captured_at_utc,notes
R9-S07U000129,S07A010,kartaslov.ru,EVIDENCE_ANCHORED_RELEVANT_SUBTREE,https://kartaslov.ru/,S07U000129,https://kartaslov.ru/,https://kartaslov.ru/,ATTEMPT1_LEDGER,https://kartaslov.ru/,codex_in_app_browser,EXCLUDED_OUT_OF_SCOPE,NOT_COLLECTED,NOT_EVALUATED,false,,,,2026-09-17T10:06:35.7253053Z,UNRELATED_SITE_BRANCH
R9-S07U000130,S07A010,kartaslov.ru,EVIDENCE_ANCHORED_RELEVANT_SUBTREE,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BC%D1%83%D1%80,S07U000130,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BC%D1%83%D1%80,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BC%D1%83%D1%80,ATTEMPT1_LEDGER,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BC%D1%83%D1%80,codex_in_app_browser,EXCLUDED_OUT_OF_SCOPE,NOT_COLLECTED,NOT_EVALUATED,false,,,,2026-09-17T10:06:35.7253053Z,UNRELATED_SITE_BRANCH
R9-S07U000131,S07A010,kartaslov.ru,EVIDENCE_ANCHORED_RELEVANT_SUBTREE,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BD%D0%B3%D0%B5%D0%BB%D0%B8%D0%BD%D0%B0,S07U000131,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BD%D0%B3%D0%B5%D0%BB%D0%B8%D0%BD%D0%B0,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BD%D0%B3%D0%B5%D0%BB%D0%B8%D0%BD%D0%B0,ATTEMPT1_LEDGER,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BD%D0%B3%D0%B5%D0%BB%D0%B8%D0%BD%D0%B0,codex_in_app_browser,EXCLUDED_DUPLICATE,NOT_COLLECTED,NOT_EVALUATED,false,,,,2026-09-17T10:06:35.7253053Z,Attempt1 inspected evidence preserved; not recollected in recovery.
R9-S07U000132,S07A010,kartaslov.ru,EVIDENCE_ANCHORED_RELEVANT_SUBTREE,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BD%D1%82%D0%B8%D1%85%D1%80%D0%B8%D1%81%D1%82,S07U000132,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BD%D1%82%D0%B8%D1%85%D1%80%D0%B8%D1%81%D1%82,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BD%D1%82%D0%B8%D1%85%D1%80%D0%B8%D1%81%D1%82,ATTEMPT1_LEDGER,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BD%D1%82%D0%B8%D1%85%D1%80%D0%B8%D1%81%D1%82,codex_in_app_browser,EXCLUDED_OUT_OF_SCOPE,NOT_COLLECTED,NOT_EVALUATED,false,,,,2026-09-17T10:06:35.7253053Z,UNRELATED_SITE_BRANCH
R9-S07U000133,S07A010,kartaslov.ru,EVIDENCE_ANCHORED_RELEVANT_SUBTREE,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BF%D0%BE%D0%BA%D0%B0%D0%BB%D0%B8%D0%BF%D1%81%D0%B8%D1%81,S07U000133,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BF%D0%BE%D0%BA%D0%B0%D0%BB%D0%B8%D0%BF%D1%81%D0%B8%D1%81,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BF%D0%BE%D0%BA%D0%B0%D0%BB%D0%B8%D0%BF%D1%81%D0%B8%D1%81,ATTEMPT1_LEDGER,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%90%D0%BF%D0%BE%D0%BA%D0%B0%D0%BB%D0%B8%D0%BF%D1%81%D0%B8%D1%81,codex_in_app_browser,EXCLUDED_OUT_OF_SCOPE,NOT_COLLECTED,NOT_EVALUATED,false,,,,2026-09-17T10:06:35.7253053Z,UNRELATED_SITE_BRANCH
R9-S07U000134,S07A010,kartaslov.ru,EVIDENCE_ANCHORED_RELEVANT_SUBTREE,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%91%D0%B5%D1%80%D0%BA%D1%83%D1%82,S07U000134,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%91%D0%B5%D1%80%D0%BA%D1%83%D1%82,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%91%D0%B5%D1%80%D0%BA%D1%83%D1%82,ATTEMPT1_LEDGER,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%91%D0%B5%D1%80%D0%BA%D1%83%D1%82,codex_in_app_browser,EXCLUDED_OUT_OF_SCOPE,NOT_COLLECTED,NOT_EVALUATED,false,,,,2026-09-17T10:06:35.7253053Z,UNRELATED_SITE_BRANCH
R9-S07U000135,S07A010,kartaslov.ru,EVIDENCE_ANCHORED_RELEVANT_SUBTREE,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D1%8F,S07U000135,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D1%8F,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D1%8F,ATTEMPT1_LEDGER,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%91%D0%B8%D0%B1%D0%BB%D0%B8%D1%8F,codex_in_app_browser,EXCLUDED_OUT_OF_SCOPE,NOT_COLLECTED,NOT_EVALUATED,false,,,,2026-09-17T10:06:35.7253053Z,UNRELATED_SITE_BRANCH
R9-S07U000136,S07A010,kartaslov.ru,EVIDENCE_ANCHORED_RELEVANT_SUBTREE,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%91%D0%BB%D0%B0%D0%B3%D0%BE%D0%B2%D0%B5%D1%89%D0%B5%D0%BD%D0%B8%D0%B5,S07U000136,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%91%D0%BB%D0%B0%D0%B3%D0%BE%D0%B2%D0%B5%D1%89%D0%B5%D0%BD%D0%B8%D0%B5,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%91%D0%BB%D0%B0%D0%B3%D0%BE%D0%B2%D0%B5%D1%89%D0%B5%D0%BD%D0%B8%D0%B5,ATTEMPT1_LEDGER,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%91%D0%BB%D0%B0%D0%B3%D0%BE%D0%B2%D0%B5%D1%89%D0%B5%D0%BD%D0%B8%D0%B5,codex_in_app_browser,EXCLUDED_OUT_OF_SCOPE,NOT_COLLECTED,NOT_EVALUATED,false,,,,2026-09-17T10:06:35.7253053Z,UNRELATED_SITE_BRANCH
R9-S07U000137,S07A010,kartaslov.ru,EVIDENCE_ANCHORED_RELEVANT_SUBTREE,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%93%D0%B0%D0%B2%D1%80%D0%B8%D0%B8%D0%BB,S07U000137,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%93%D0%B0%D0%B2%D1%80%D0%B8%D0%B8%D0%BB,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%93%D0%B0%D0%B2%D1%80%D0%B8%D0%B8%D0%BB,ATTEMPT1_LEDGER,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%93%D0%B0%D0%B2%D1%80%D0%B8%D0%B8%D0%BB,codex_in_app_browser,EXCLUDED_OUT_OF_SCOPE,NOT_COLLECTED,NOT_EVALUATED,false,,,,2026-09-17T10:06:35.7253053Z,UNRELATED_SITE_BRANCH
R9-S07U000138,S07A010,kartaslov.ru,EVIDENCE_ANCHORED_RELEVANT_SUBTREE,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%94%D0%BE%D0%B1%D1%80%D1%8B%D0%BD%D1%8F,S07U000138,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%94%D0%BE%D0%B1%D1%80%D1%8B%D0%BD%D1%8F,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%94%D0%BE%D0%B1%D1%80%D1%8B%D0%BD%D1%8F,ATTEMPT1_LEDGER,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%94%D0%BE%D0%B1%D1%80%D1%8B%D0%BD%D1%8F,codex_in_app_browser,EXCLUDED_OUT_OF_SCOPE,NOT_COLLECTED,NOT_EVALUATED,false,,,,2026-09-17T10:06:35.7253053Z,UNRELATED_SITE_BRANCH
R9-S07U000139,S07A010,kartaslov.ru,EVIDENCE_ANCHORED_RELEVANT_SUBTREE,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%95%D0%B2%D0%B0,S07U000139,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%95%D0%B2%D0%B0,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%95%D0%B2%D0%B0,ATTEMPT1_LEDGER,https://kartaslov.ru/%D0%B0%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8-%D0%BA-%D1%81%D0%BB%D0%BE%D0%B2%D1%83/%D0%95%D0%B2%D0%B0,codex_in_app_browser,EXCLUDED_OUT_OF_SCOPE,NOT_COLLECTED,NOT_EVALUATED,false,,,,2026-09-17T10:06:35.7253053Z,UNRELATED_SITE_BRANCH
