normalized_phrase_id	canonical_phrase	sanitation_state	sanitation_reason_code	sanitation_rule	business_fit_state	ambiguity_state	raw_occurrence_count	all_raw_occurrence_ids	evidence_basis	notes
NP00012	счастливый амулет глава	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0012""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00013	и город перестал дышать счастливый амулет глава	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0013""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00014	яндекс амулет	HOLD_AMBIGUOUS	HOLD_SEARCH_PLATFORM_OR_MEDIA_CONTEXT_UNRESOLVED	FULL_VOLUME_RULE_ONLY_CORRECTION::SEARCH_PLATFORM_OR_MEDIA_CONTEXT_UNRESOLVED	UNRESOLVED_WITH_CURRENT_ALLOWED_INPUTS	MATERIAL_PRESERVED_FOR_LATER_EVIDENCE	1	"[""R001|results|0014""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00015	счастливый амулет яндекс	HOLD_AMBIGUOUS	HOLD_TITLE_LIKE_PRODUCT_WORD_COLLISION	FULL_VOLUME_RULE_ONLY_CORRECTION::TITLE_LIKE_PRODUCT_WORD_COLLISION	UNRESOLVED_WITH_CURRENT_ALLOWED_INPUTS	MATERIAL_PRESERVED_FOR_LATER_EVIDENCE	1	"[""R001|results|0015""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00016	амулет яндекс дзен	HOLD_AMBIGUOUS	HOLD_SEARCH_PLATFORM_OR_MEDIA_CONTEXT_UNRESOLVED	FULL_VOLUME_RULE_ONLY_CORRECTION::SEARCH_PLATFORM_OR_MEDIA_CONTEXT_UNRESOLVED	UNRESOLVED_WITH_CURRENT_ALLOWED_INPUTS	MATERIAL_PRESERVED_FOR_LATER_EVIDENCE	1	"[""R001|results|0016""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00017	счастливый амулет яндекс дзен	HOLD_AMBIGUOUS	HOLD_TITLE_LIKE_PRODUCT_WORD_COLLISION	FULL_VOLUME_RULE_ONLY_CORRECTION::TITLE_LIKE_PRODUCT_WORD_COLLISION	UNRESOLVED_WITH_CURRENT_ALLOWED_INPUTS	MATERIAL_PRESERVED_FOR_LATER_EVIDENCE	1	"[""R001|results|0017""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00018	амулет а15	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0018""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00019	чери амулет а15	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_MODEL_OR_PART_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	3	"[""R001|results|0019"",""R061|associations|0003"",""R065|associations|0001""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00020	рассказ амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0020""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00021	счастливый амулет рассказы	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	2	"[""R001|results|0021"",""R062|associations|0003""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00022	амулет читать	HOLD_AMBIGUOUS	HOLD_GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	FULL_VOLUME_RULE_ONLY_CORRECTION::GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	UNRESOLVED_WITH_CURRENT_ALLOWED_INPUTS	MATERIAL_PRESERVED_FOR_LATER_EVIDENCE	1	"[""R001|results|0022""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00023	счастливый амулет читать	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0023""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00026	амулет черри	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_VEHICLE_BRAND_OR_MODEL_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_VEHICLE_BRAND_OR_MODEL_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0026""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00027	амулет дзен читать	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0027""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00028	счастливый амулет дзен читать	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0028""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00030	счастливый амулет на дзене	HOLD_AMBIGUOUS	HOLD_TITLE_LIKE_PRODUCT_WORD_COLLISION	FULL_VOLUME_RULE_ONLY_CORRECTION::TITLE_LIKE_PRODUCT_WORD_COLLISION	UNRESOLVED_WITH_CURRENT_ALLOWED_INPUTS	MATERIAL_PRESERVED_FOR_LATER_EVIDENCE	1	"[""R001|results|0030""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00031	амулет дзен рассказы	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0031""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00032	счастливый амулет дзен рассказы	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0032""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00034	счастливый амулет дзен и город перестал	HOLD_AMBIGUOUS	HOLD_PRODUCT_OR_CATALOG_NAME_WITH_PLACE_OR_ORGANIZATION	FULL_VOLUME_RULE_ONLY_CORRECTION::PRODUCT_OR_CATALOG_NAME_WITH_PLACE_OR_ORGANIZATION	UNRESOLVED_WITH_CURRENT_ALLOWED_INPUTS	MATERIAL_PRESERVED_FOR_LATER_EVIDENCE	1	"[""R001|results|0034""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00035	счастливый амулет дзен и город перестал дышать	HOLD_AMBIGUOUS	HOLD_PRODUCT_OR_CATALOG_NAME_WITH_PLACE_OR_ORGANIZATION	FULL_VOLUME_RULE_ONLY_CORRECTION::PRODUCT_OR_CATALOG_NAME_WITH_PLACE_OR_ORGANIZATION	UNRESOLVED_WITH_CURRENT_ALLOWED_INPUTS	MATERIAL_PRESERVED_FOR_LATER_EVIDENCE	1	"[""R001|results|0035""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00036	читать рассказы амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0036""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00037	читать рассказ счастливый амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0037""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00038	hollow knight амулеты	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_GAME_OR_GAME_ITEM_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0038""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00039	фильм амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0039""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00040	амулет дзен рассказы читать	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0040""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00041	счастливый амулет дзен рассказы читать	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0041""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00042	рассказы на дзене амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0042""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00043	рассказ на дзене счастливый амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_MEDIA_WORK_OR_EPISODE_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0043""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00045	канал амулет	HOLD_AMBIGUOUS	HOLD_GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	FULL_VOLUME_RULE_ONLY_CORRECTION::GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	UNRESOLVED_WITH_CURRENT_ALLOWED_INPUTS	MATERIAL_PRESERVED_FOR_LATER_EVIDENCE	1	"[""R001|results|0045""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00046	канал счастливый амулет	AUTO_EXCLUDED	EXCLUDE_EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	FULL_VOLUME_RULE_ONLY_CORRECTION::EXPLICIT_DIGITAL_MEDIA_CONSUMPTION_CONTEXT	HIGH_CONFIDENCE_OUTSIDE_FROZEN_CLIENT_SCOPE	NO_MATERIAL_IN_SCOPE_COLLISION_AFTER_CORRECTED_GUARDS	1	"[""R001|results|0046""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
NP00047	амулет на дзене читать	HOLD_AMBIGUOUS	HOLD_GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	FULL_VOLUME_RULE_ONLY_CORRECTION::GENERIC_MEDIA_ACTION_MAY_BE_INFORMATIONAL_PRODUCT_RESEARCH	UNRESOLVED_WITH_CURRENT_ALLOWED_INPUTS	MATERIAL_PRESERVED_FOR_LATER_EVIDENCE	1	"[""R001|results|0047""]"	FROZEN_CLIENT_BRIEF_AND_OZON_CATALOG_PLUS_EXPLICIT_CURRENT_RAW_PHRASE_CONTEXT	Corrected Step03B current authority; HOLD is preserved uncertainty and AUTO_EXCLUDED retains full lineage.
