family_id	family_label_plain_russian	family_definition	in_scope_boundary	out_of_scope_boundary	representative_phrases	normalized_identity_count	raw_occurrence_count	keep_identity_count	hold_identity_count	keep_raw_count	hold_raw_count	business_lineage	business_relevance_confidence	family_coherence_confidence	primary_user_task_hypothesis	secondary_task_context_coverage	identity_signal_authority	ambiguity_classes	coverage_state	later_evidence_needed	w08_candidate_mapping_summary	independent_topic_count	independent_topic_entropy_normalized	independent_warning_rows	independent_hidden_task_rows	final_intent_status	serp_cluster_status	frequency_used_for_semantic_assignment	family_gate
PSF011	Эффекты, защита и аудитории	Фразы о защите, удаче, деньгах, любви, аудитории или использовании.	Товарные слова/названия могут присутствовать.	Гарантии мистического, медицинского или иного эффекта.	"[""амулет защиты"",""четки женщина"",""четки мужчины"",""амулет женщина"",""амулет ребенку"",""талисман удачи"",""четки здоровье"",""амулет здоровья""]"	328	358	206	122	222	136	CLIENT_SUPPLIED_BRIEF: амулеты/обереги/талисманы; 76-card Ozon catalog; Russia	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Подобрать предмет под желаемую роль или аудиторию.	TASK_EFFECT_AUDIENCE:328;TOPIC_PRODUCT:234;OBJECT_STONE:97;UPSTREAM_ZODIAC_STONE_COLLISION:93;TOPIC_ZODIAC:91;TOPIC_CATALOG_NAME:45;UPSTREAM_CATALOG_REFERENT_UNRESOLVED:21;OBJECT_FORM:19;UPSTREAM_INSUFFICIENT_CONTEXT:8;CONTEXT_AUTOMOBILE_USE:7;OBJECT_SYMBOL:5;TASK_COMMERCE:3;OBJECT_ROSARY:3	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	PRODUCT_VS_INFORMATION	OWNER_FACT_AND_CLAIM_BOUNDARY_GAP	OWNER_FACT_THEN_STEP10_IF_NEEDED	PSF011:139;PSF012:81;PSF013:45;PSF005:24;PSF006:19;PSF003:6;PSF023:3;PSF004:3;PSF001:2;PSF002:2;PSF010:2;PSF009:2	31	0.656439	46	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF012	Зодиак с товаром, формой или покупкой	Знак зодиака рядом с товарным словом, физической формой или покупкой.	Все 12 знаков представлены в Ozon; квалификатор указывает на предмет.	Вся астрология вообще, окончательная форма товара или отдельные страницы.	"[""амулет зодиака"",""талисман зодиака"",""кулон знак зодиака"",""купить знак зодиака"",""весы зодиак талисман"",""камни зодиаки оберег"",""обереги для зодиаков"",""талисман зодиака лев""]"	395	402	259	136	265	137	CLIENT_SUPPLIED_PRODUCT_CATALOG_OZON_76.csv; exact catalog names only; physical form mostly not stated	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Выбрать или купить предмет со знаком зодиака.	TOPIC_ZODIAC:395;OBJECT_FORM:292;UPSTREAM_ZODIAC_STONE_COLLISION:136;TOPIC_PRODUCT:77;TASK_COMMERCE:57;OBJECT_STONE:42	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	OBSERVED_FULL_VOLUME	OWNER_FACT_THEN_STEP10_IF_NEEDED	PSF012:387;PSF016:4;PSF013:4	16	0.620195	48	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF013	Камни, каталожные символы и зодиак: товарно-информационная коллизия	Камни/минералы вместе с товарным словом, каталожным символом или знаком зодиака.	Может описывать физический предмет/материал.	Автоматическое признание камня ассортиментом или чистой астрологией.	"[""минералы талисманы"",""браслет оберег из натуральных камней"",""камни амулеты"",""камни обереги"",""алатырь камень"",""камень триглав"",""камень чернобог"",""камни талисманы""]"	191	206	2	189	2	204	CLIENT_SUPPLIED_PRODUCT_CATALOG_OZON_76.csv; exact catalog names only; physical form mostly not stated	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Подобрать камень/предмет по символу, знаку или свойству.	OBJECT_STONE:191;UPSTREAM_ZODIAC_STONE_COLLISION:189;TOPIC_ZODIAC:123;TOPIC_PRODUCT:46;TOPIC_CATALOG_NAME:22;OBJECT_FORM:2	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	OBSERVED_LARGE_COLLISION_ZONE	OWNER_FACT_THEN_STEP10_IF_NEEDED	PSF013:145;PSF012:44;PSF010:1;PSF001:1	24	0.731438	2	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF014	Знак зодиака без товарного уточнения	Зодиакальные названия без достаточного указания предмета, значения, media/visual/DIY/toy задачи или чужого контекста.	Название знака есть в каталоге.	Явная задача meaning/media/visual/DIY/toy, автоматический товарный вывод, финальная страница или чистая астрология.	"[""знак льва"",""знак овна"",""овен знак"",""лев зодиак"",""телец знак"",""знак тельца"",""зодиак дева"",""водолей знак""]"	154	328	0	154	0	328	CLIENT_SUPPLIED_PRODUCT_CATALOG_OZON_76.csv; exact catalog names only; physical form mostly not stated	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Найти объект или сведения, связанные со знаком.	UPSTREAM_ZODIAC_STONE_COLLISION:141;TOPIC_ZODIAC:136;OBJECT_STONE:13;UPSTREAM_INSUFFICIENT_CONTEXT:13;TOPIC_CATALOG_NAME:2;TOPIC_PRODUCT:1	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	OBSERVED_LARGE_COLLISION_ZONE	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	PSF014:140;PSF012:12;PSF013:2	15	0.622101	13	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF015	Зодиакальная информация и явная meaning-задача внутри HOLD	Даты, совместимость, характеристики, значения, история, описание и иные явные информационные задачи о зодиаке, сохранённые corrected Step03B в HOLD.	Сохраняется только как управляемая неопределённость текущего authority.	Скрытая переклассификация в EXCLUDE на Step04.	"[""знаки зодиака камни талисманы по дате"",""дева знак зодиака стихия кулон золотой"",""знак зодиака лев мужчина купить характеристика"",""1 знак зодиака"",""2 знак зодиака"",""3 знак зодиака"",""4 знак зодиака"",""5 знак зодиака""]"	6915	7283	3	6912	3	7280	CLIENT_SUPPLIED_PRODUCT_CATALOG_OZON_76.csv; exact catalog names only; physical form mostly not stated	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Получить астрологическую справку либо связать её с предметом.	TASK_ASTRO_INFORMATION:6915;UPSTREAM_ZODIAC_STONE_COLLISION:6910;TOPIC_ZODIAC:6887;TASK_MEANING:211;OBJECT_STONE:57;TOPIC_PRODUCT:30;TASK_EFFECT_AUDIENCE:15;OBJECT_TOY:8;UPSTREAM_INSUFFICIENT_CONTEXT:2;OBJECT_FORM:2;TASK_COMMERCE:1	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	OBSERVED_SANITATION_FEEDBACK_ZONE	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	PSF014:6117;PSF015:713;PSF013:44;PSF012:36;PSF028:5	29	0.675868	122	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF016	Зодиакальные изображения и символика	Фото, рисунки, символы, тату и визуальные представления знаков зодиака.	Каталог содержит варианты с маркером «Символы».	Вывод о физическом товаре или финальной странице только из визуального слова.	"[""картина знак зодиака дева купить в спб"",""золотая подвеска весы знак зодиака фото"",""медальоны с изображением девы знака зодиака"",""тату знак зодиака"",""знаки зодиака фото"",""гиф знак зодиака лев"",""знаки зодиака рисунки"",""знаки зодиака символы""]"	310	312	3	307	3	309	CLIENT_SUPPLIED_PRODUCT_CATALOG_OZON_76.csv; exact catalog names only; physical form mostly not stated	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Посмотреть визуальный знак или использовать изображение.	TOPIC_ZODIAC:310;UPSTREAM_ZODIAC_STONE_COLLISION:307;TASK_VISUAL:298;TASK_MEANING:30;OBJECT_SYMBOL:12;OBJECT_FORM:3;TASK_ASTRO_INFORMATION:1;TASK_COMMERCE:1	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	ZODIAC_PRODUCT_VS_ASTROLOGY_INFORMATION	OBSERVED_BOUNDARY_OPEN	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	PSF016:285;PSF014:21;PSF012:4	15	0.572263	2	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF017	Религиозный предмет, текст или практика	Молитва, мантра, церковь, икона или практика рядом с возможным физическим товаром/каталожным именем.	Некоторые имена и чётки присутствуют в каталоге.	Приравнивание текста/практики к продаваемому предмету.	"[""святые четки"",""святые амулеты"",""святые обереги"",""богородица четки"",""буддийские четки"",""талисман святого"",""буддийский амулет"",""буддийские обереги""]"	237	240	53	184	55	185	CLIENT_SUPPLIED_PRODUCT_CATALOG_OZON_76.csv; exact catalog names only; physical form mostly not stated	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Найти предмет, текст или способ религиозной практики.	CONTEXT_RELIGIOUS:222;TOPIC_PRODUCT:157;UPSTREAM_RELIGIOUS_PRACTICE_COLLISION:146;OBJECT_ROSARY:43;TOPIC_CATALOG_NAME:37;CONTEXT_AUTOMOBILE_USE:29;UPSTREAM_RELIGIOUS_TEXT_COLLISION:28;TASK_EFFECT_AUDIENCE:13;TASK_COMMERCE:10;OBJECT_FORM:5;TASK_MEANING:5;UPSTREAM_INSUFFICIENT_CONTEXT:4;TASK_SELECT_GIFT:4;UPSTREAM_CATALOG_REFERENT_UNRESOLVED:4;OBJECT_STONE:2;UPSTREAM_ZODIAC_STONE_COLLISION:2	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	RELIGIOUS_PRODUCT_VS_PRACTICE	OWNER_FACT_AND_REFERENT_GAP	OWNER_FACT_THEN_STEP10_IF_NEEDED	PSF017:219;PSF003:16;PSF012:2	11	0.402347	52	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF018	Медиа, заголовок и цифровое действие	Название/товарное слово пересекается с книгой, фильмом, сериалом, каналом или цифровым действием.	Физический товар остаётся одной из возможных трактовок только для HOLD.	Автоматический KEEP по товарному слову или EXCLUDE по одному media-глаголу.	"[""четки автор"",""четки видео"",""четки порно"",""амулет видео"",""амулет порно"",""оберег видео"",""сюжет оберег"",""талисман автор""]"	649	659	25	624	25	634	CLIENT_SUPPLIED_BRIEF: амулеты/обереги/талисманы; 76-card Ozon catalog; Russia	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Найти произведение/контент либо исследовать одноимённый предмет.	TASK_MEDIA_DIGITAL:577;TOPIC_PRODUCT:360;UPSTREAM_MEDIA_ACTION_COLLISION:301;TASK_EFFECT_AUDIENCE:195;UPSTREAM_TITLE_COLLISION:163;TOPIC_CATALOG_NAME:129;TOPIC_ZODIAC:109;UPSTREAM_MEDIA_TITLE_COLLISION:48;UPSTREAM_PLACE_OR_ORGANIZATION_COLLISION:47;CONTEXT_ENTITY:43;UPSTREAM_ZODIAC_STONE_COLLISION:39;OBJECT_ROSARY:31;OBJECT_FORM:30;TASK_ASTRO_INFORMATION:27;CONTEXT_RELIGIOUS:14;UPSTREAM_INSUFFICIENT_CONTEXT:12;TASK_VISUAL:10;UPSTREAM_CATALOG_REFERENT_UNRESOLVED:10;TASK_MEANING:8;OBJECT_STONE:5;TASK_ACQUIRE_ACCESS:5;TASK_MAKE_CRAFT:3;UPSTREAM_PLATFORM_COLLISION:2;TASK_SELECT_GIFT:2;TASK_COMMERCE:2;UPSTREAM_RELIGIOUS_PRACTICE_COLLISION:1;OBJECT_TOY:1;UPSTREAM_VEHICLE_COLLISION:1	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	PRODUCT_NAME_VS_MEDIA_TITLE	OBSERVED_SANITATION_FEEDBACK_ZONE	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	PSF018:596;PSF021:49;PSF017:1;PSF020:1;PSF024:1;PSF015:1	30	0.647735	98	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF019	Игра, игровой предмет или bounded model-token	Точные/ограниченные игровые формы, игра/мод/ID или именованная игра рядом с товарным или каталожным именем; `игруш*` сюда не входит.	HOLD сохраняет случаи без доказанного игрового референта.	Игрушка/игрушки без независимого game-сигнала; KEEP/EXCLUDE по одному broad prefix.	"[""амулеты silksong"",""амулеты силксонг"",""талисманов играть"",""талисман летних игр"",""тайные тропы амулеты"",""талисманом каких игр"",""готика ремейк амулеты"",""талисман в майнкрафте""]"	135	137	28	107	29	108	CLIENT_SUPPLIED_BRIEF: амулеты/обереги/талисманы; 76-card Ozon catalog; Russia	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Найти игровой объект либо одноимённый физический предмет.	CONTEXT_GAME:127;TOPIC_PRODUCT:59;TOPIC_CATALOG_NAME:54;UPSTREAM_GAME_OR_MODEL_COLLISION:45;UPSTREAM_CATALOG_REFERENT_UNRESOLVED:43;TASK_ACQUIRE_ACCESS:21;TOPIC_ZODIAC:12;TASK_MEDIA_DIGITAL:8;UPSTREAM_INSUFFICIENT_CONTEXT:6;UPSTREAM_MEDIA_ACTION_COLLISION:5;TASK_ASTRO_INFORMATION:5;UPSTREAM_TITLE_COLLISION:5;OBJECT_FORM:4;UPSTREAM_PLACE_OR_ORGANIZATION_COLLISION:2;OBJECT_ROSARY:2;TASK_SELECT_GIFT:1;CONTEXT_AUTOMOBILE_USE:1;CONTEXT_RELIGIOUS:1;CONTEXT_ENTITY:1;UPSTREAM_ZODIAC_STONE_COLLISION:1;TASK_COMMERCE:1	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	OBSERVED_SANITATION_FEEDBACK_ZONE	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	PSF019:88;PSF006:29;PSF001:11;PSF021:2;PSF009:2;PSF010:1;PSF014:1;PSF024:1	15	0.475803	14	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF020	Автомодель, деталь, краска или товар для машины	Коллизия поддержанного автомобильного use-case с маркой, моделью, деталью или краской.	Сценарий товара для машины разрешён клиентом.	Признание автодетали товаром клиента или отбрасывание use-case по слову модели.	"[""оберег краска"",""амулет автомобиль"",""четки в автомобиль"",""автомобиль талисман"",""тормозные колодки амулет"",""рунический амулет для защиты автомобиля"",""звезда лада"",""воск для авто""]"	87	134	6	81	6	128	CLIENT_SUPPLIED_BRIEF: амулеты/обереги/талисманы; 76-card Ozon catalog; Russia	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Отделить предмет для машины от обслуживания/детали автомобиля.	FOREIGN_VEHICLE_COLLISION:40;UPSTREAM_INSUFFICIENT_CONTEXT:31;TOPIC_CATALOG_NAME:24;UPSTREAM_VEHICLE_COLLISION:23;UPSTREAM_UNSUPPORTED_AUTO_USE_COLLISION:23;CONTEXT_AUTOMOBILE_USE:17;TOPIC_PRODUCT:11;TASK_VISUAL:9;OBJECT_FORM:6;UPSTREAM_VEHICLE_PAINT_COLLISION:3;TASK_MEANING:3;TASK_USE_CARE:2;CONTEXT_RELIGIOUS:2;TASK_EFFECT_AUDIENCE:2;TASK_SELECT_GIFT:2;OBJECT_ROSARY:1;TASK_COMMERCE:1;UPSTREAM_CATALOG_REFERENT_UNRESOLVED:1	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	PRODUCT_VS_VEHICLE_MODEL_OR_PART	OBSERVED_SANITATION_FEEDBACK_ZONE	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	PSF020:53;PSF024:25;PSF001:2;PSF010:2;PSF011:2;PSF023:1;PSF003:1;PSF006:1	11	0.377493	8	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF021	Место, человек, организация или платформа	Каталожное/товарное слово пересекается с местом, персоной, организацией, командой или платформой.	HOLD сохраняет неразрешённый омоним.	Автоматический вывод по stem/token, особенно банк/дом/команда.	"[""талисман фк"",""завод оберег"",""фк знич"",""инн оберег"",""ооо амулет"",""ооо оберег"",""триглав фк"",""клуб оберег""]"	118	118	2	116	2	116	CLIENT_SUPPLIED_BRIEF: амулеты/обереги/талисманы; 76-card Ozon catalog; Russia	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Уточнить сущность или найти одноимённый предмет.	UPSTREAM_PLACE_OR_ORGANIZATION_COLLISION:91;TOPIC_PRODUCT:90;CONTEXT_ENTITY:49;TOPIC_CATALOG_NAME:16;OBJECT_ROSARY:9;UPSTREAM_CATALOG_REFERENT_UNRESOLVED:9;UPSTREAM_PLATFORM_COLLISION:6;TASK_MEANING:6;UPSTREAM_PERSON_ENTITY_COLLISION:5;CONTEXT_AUTOMOBILE_USE:3;TASK_ASTRO_INFORMATION:3;TOPIC_ZODIAC:3;UPSTREAM_ZODIAC_STONE_COLLISION:3;UPSTREAM_TEAM_OR_MASCOT_COLLISION:2;TASK_SELECT_GIFT:1	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	PRODUCT_NAME_VS_PERSON_PLACE_OR_ORGANIZATION	OBSERVED_SANITATION_FEEDBACK_ZONE	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	PSF021:115;PSF014:3	14	0.452594	16	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF022	Возможная форма слова «чётки» или опечатка	Формы `четка/чётка` и близкий шум, где referent не доказан.	Может быть товарной формой/опечаткой.	Автоматическое удаление stem `четк*` либо автоматический KEEP.	"[""четков"",""кс четка"",""ни четка"",""четка сон"",""гора четка"",""четка брат"",""четка поет"",""четка тела""]"	33	33	0	33	0	33	CLIENT_SUPPLIED_PRODUCT_CATALOG_OZON_76.csv; exact catalog names only; physical form mostly not stated	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Уточнить, идёт ли речь о чётках как предмете.	UPSTREAM_BOUNDED_ROSARY_MORPHOLOGY:33;TASK_MEDIA_DIGITAL:3;CONTEXT_ENTITY:1;CONTEXT_GAME:1;FOREIGN_VEHICLE_COLLISION:1	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	POSSIBLE_ROSARY_MORPHOLOGY_OR_TYPO	OBSERVED_SANITATION_FEEDBACK_ZONE	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	PSF022:33	3	0.172672	0	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF023	Общее товарное слово с неразрешённым референтом	Амулет/оберег/талисман в контексте, который не подтверждает ни товар, ни явную чужую сущность.	Клиентское слово сохраняет возможную связь.	KEEP/EXCLUDE только из-за одного business token.	[]	0	0	0	0	0	0	CLIENT_SUPPLIED_BRIEF: амулеты/обереги/талисманы; 76-card Ozon catalog; Russia	HYPOTHESIS_ONLY_NO_OBSERVATION	INDEPENDENT_PASS_NOT_FINAL	Уточнить объект и задачу вокруг общего товарного слова.	NONE_ZERO_MEMBER_GAP	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	OBSERVED_LARGE_COLLISION_ZONE	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	NO_MEMBERS	0	0.000000	0	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF024	Остаточный недостаточный контекст	Фразы без достаточного товарного, информационного или сущностного референта.	Никакой окончательный вывод не делается.	Вынужденное решение ради полноты или частотности.	"[""car"",""ugn"",""v i"",""бес"",""дзе"",""екб"",""згу"",""иах""]"	848	965	0	848	0	965	CLIENT_SUPPLIED_BRIEF: амулеты/обереги/талисманы; 76-card Ozon catalog; Russia	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Уточнить значение наблюдаемой формулировки.	UPSTREAM_INSUFFICIENT_CONTEXT:848;TASK_COMMERCE:4	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	GENERIC_PRODUCT_NOUN_NEEDS_REFERENT	OBSERVED_SANITATION_FEEDBACK_ZONE	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	PSF024:625;PSF023:210;PSF009:5;PSF017:4;PSF020:2;PSF011:2	24	0.345653	66	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF025	Точные каталожные названия без наблюдаемой квалифицированной ветви	RSOTM, Soldier Of Fortune, «Бусидо — Путь Воина» и «Герб России» имеют клиентскую catalog lineage, но не имеют текущей наблюдаемой физически квалифицированной ветви.	Точное клиентское имя и отдельно доказанный безопасный товарный/физический квалификатор.	Автоматический вывод о форме, доступности, намерении или странице из одного catalog title.	[]	0	0	0	0	0	0	CLIENT_SUPPLIED_PRODUCT_CATALOG_OZON_76.csv; exact catalog names only; physical form mostly not stated	HYPOTHESIS_ONLY_NO_OBSERVATION	INDEPENDENT_PASS_NOT_FINAL	Проверить только реально отсутствующую квалифицированную ветвь после нужного owner/release gate.	NONE_ZERO_MEMBER_GAP	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	CATALOG_TITLE_VS_UNCONFIRMED_PHYSICAL_FORM	ZERO_MEMBER_QUALIFIED_GAP	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	NO_MEMBERS	0	0.000000	0	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF026	Бренд «Кровь и Песок» с товарным уточнением	Товарно-квалифицированная брендовая ветвь отсутствует в текущем наблюдаемом universe.	Бренд подтверждён brief.	Смешение с одноимённым медиа или вывод о нулевом спросе.	[]	0	0	0	0	0	0	CLIENT_SUPPLIED_BRIEF: амулеты/обереги/талисманы; 76-card Ozon catalog; Russia	HYPOTHESIS_ONLY_NO_OBSERVATION	INDEPENDENT_PASS_NOT_FINAL	Найти брендовый товар, а не одноимённое произведение.	NONE_ZERO_MEMBER_GAP	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	PRODUCT_NAME_VS_MEDIA_TITLE	GAP_NO_ACTIVE_IDENTITY	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	NO_MEMBERS	0	0.000000	0	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF027	Изготовление, DIY и craft-задача	Явное изготовление/создание/вязание/шитьё/плетение/своими руками или bounded craft-сиблинг рядом с поддержанным предметом, формой, каталогом либо знаком.	Пользовательская make/craft-задача выражена в самой фразе; бизнес-релевантность и ассортимент не считаются окончательно доказанными.	Визуальное `сделать фото`, `связаться`, общий media/game/entity контекст и финальный page/intent verdict.	"[""сшить оберег"",""оберег крючком"",""плетение четок"",""связать оберег"",""создание четок"",""создать оберег"",""сплести оберег"",""четки плетение""]"	127	127	108	19	108	19	CLIENT_SUPPLIED_BRIEF: амулеты/обереги/талисманы; 76-card Ozon catalog; Russia	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Понять, как изготовить или создать предмет/символ своими руками.	TASK_MAKE_CRAFT:127;TOPIC_PRODUCT:98;TOPIC_ZODIAC:16;UPSTREAM_ZODIAC_STONE_COLLISION:16;OBJECT_TOY:13;OBJECT_ROSARY:10;TASK_EFFECT_AUDIENCE:8;OBJECT_FORM:3;CONTEXT_AUTOMOBILE_USE:3;UPSTREAM_INSUFFICIENT_CONTEXT:2;TOPIC_CATALOG_NAME:2;UPSTREAM_CATALOG_REFERENT_UNRESOLVED:1;TASK_ASTRO_INFORMATION:1	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	PRODUCT_VS_DIY_INFORMATION_AND_UNCONFIRMED_ASSORTMENT	OBSERVED_FULL_VOLUME_NEW_RULE_CLASS	STEP10_OR_LATER_SERP_UNDER_SEPARATE_RELEASE	PSF027:112;PSF001:5;PSF004:3;PSF028:2;PSF014:2;PSF010:1;PSF006:1;PSF015:1	13	0.423229	6	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
PSF028	Игрушка и физический toy-объект	Токенная морфология `игруш*` с товарным, каталожным или зодиакальным контекстом без независимого bounded game-сигнала.	Фраза явно называет физический toy-объект; возможная связь с ассортиментом остаётся гипотезой.	Игра/играть/игровой/именованная игра, автоматический вывод о наличии игрушек в ассортименте и финальный page/intent verdict.	"[""кукла оберег"",""игрушка оберег"",""кукла талисман"",""игрушка талисман"",""кукла оберег жива"",""кукла оберег купить"",""кукла оберег макошь"",""кукла оберег мастер""]"	30	30	27	3	27	3	CLIENT_SUPPLIED_PRODUCT_CATALOG_OZON_76.csv; exact catalog names only; physical form mostly not stated	SUPPORTED_OR_AMBIGUOUS_NOT_FINAL	INDEPENDENT_PASS_NOT_FINAL	Найти, выбрать или изготовить игрушку/фигуру-талисман либо объект со знаком.	OBJECT_TOY:30;TOPIC_PRODUCT:27;TOPIC_CATALOG_NAME:4;UPSTREAM_CATALOG_REFERENT_UNRESOLVED:2;UPSTREAM_INSUFFICIENT_CONTEXT:1;TASK_COMMERCE:1;TASK_EFFECT_AUDIENCE:1	STEP_04_CURRENT_AUTHORITY_IDENTITY_SIGNAL_LEDGER_2026-09-11.tsv	TOY_OBJECT_VS_CLIENT_ASSORTMENT_AND_GAME_BOUNDARY	OBSERVED_FULL_VOLUME_NEW_RULE_CLASS	OWNER_FACT_THEN_STEP10_IF_NEEDED	PSF001:20;PSF028:6;PSF005:2;PSF023:1;PSF002:1	5	0.238880	1	0	NOT_FINAL_AT_STEP04	NOT_EVALUATED_AT_STEP04	NO	PASS
