candidate_id,display_candidate,normalized_candidate,candidate_type,step07_reconciliation_status,step07_route,competitor_source_count,source_url_count,provenance_row_count,open_demand_question,preparation_state,state_reason,existing_evidence_scope_status,existing_evidence_ids,existing_evidence_locators,existing_evidence_answer,acquisition_group_id,proposed_seed_phrase,research_mode,operator_shape,operator_rationale,regions,devices,proposed_num_phrases,depth_rationale,incremental_information_gain,positive_outcome_meaning,zero_outcome_meaning,incomplete_outcome_meaning,validation_failure_meaning,provider_failure_meaning,outcome_unknown_meaning,provider_execution_released,notes
S07C000153,"""Счастливая подкова""","""Счастливая подкова""",PRODUCT_NAME,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «""Счастливая подкова""» expose current Russia-wide Yandex demand vocabulary within the preserved «подкова» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_RECALL_FIRST,No durable accepted provider scope materially answers this distinct topic/product direction.,NO_DURABLE_EVIDENCE_FOUND,NONE,NONE,No durable evidence was found that answers the current bounded discovery question.,S08Q0107,подкова на удачу,DISCOVERY_RECALL_FIRST,BARE_RECALL_SEED_NO_MORPHOLOGY_FIXATION,The distinctive topic «подкова» needs recall-first discovery; a bare seed maximizes observable current vocabulary without imposing unsupported exact-form constraints.,"[""225""]","[""DEVICE_ALL""]",2000,"2000 maximizes observable recall within one billed GetTop request; reaching the boundary will be recorded as a depth limit, never semantic completeness.",The shared seed answers an unresolved bounded question for 7 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=HORSESHOE; lane=PRODUCT; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000155,"""Удача Богов"", амулет на удачу и везение","""Удача Богов"", амулет на удачу и везение",PRODUCT_NAME,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «""Удача Богов"", амулет на удачу и везение» expose current Russia-wide Yandex demand vocabulary within the preserved «амулеты и талисманы на удачу» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_RECALL_FIRST,No durable accepted provider scope materially answers this distinct topic/product direction.,NO_DURABLE_EVIDENCE_FOUND,NONE,NONE,No durable evidence was found that answers the current bounded discovery question.,S08Q0137,(амулет|оберег|талисман) (на удачу|на счастье|на везение),DISCOVERY_RECALL_FIRST,GROUPED_OR_SEMANTICALLY_COHERENT_NO_MORPHOLOGY_FIXATION,The OR group contains only explicit aliases or frozen in-scope product-class labels serving one information question for «амулеты и талисманы на удачу»; no unrelated referents are combined and morphology remains observable.,"[""225""]","[""DEVICE_ALL""]",2000,"2000 maximizes observable recall within one billed GetTop request; reaching the boundary will be recorded as a depth limit, never semantic completeness.",The shared seed answers an unresolved bounded question for 29 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=LUCK_TALISMANS; lane=PRODUCT; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000156,Скандинавская руна Феу,Скандинавская руна Феу,TERMINOLOGY,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «Скандинавская руна Феу» expose current Russia-wide Yandex demand vocabulary within the preserved «руна Феху / Феу» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_PRECISION_VALIDATION,No durable accepted provider scope materially answers this distinct topic/product direction.,NO_DURABLE_EVIDENCE_FOUND,NONE,NONE,No durable evidence was found that answers the current bounded discovery question.,S08Q0229,Скандинавская руна Феу,PRECISION_VALIDATION,NARROW_LITERAL_PHRASE_NO_MORPHOLOGY_FIXATION,"The accepted prior scope is related but insufficient, so the literal qualified phrase narrows the evidence question while avoiding automatic quotes, brackets or morphology fixation.","[""225""]","[""DEVICE_ALL""]",1000,1000 is a bounded precision depth for the narrower qualified question; it avoids treating a broad 2000-row scrape as necessary while retaining substantial lower-frequency vocabulary.,The shared seed answers an unresolved bounded question for 1 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=RUNE_FEHU; lane=INFO; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000451,Значения символов славянских оберегов,Значения символов славянских оберегов,SUBCATEGORY,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,2,"Does «Значения символов славянских оберегов» expose current Russia-wide Yandex demand vocabulary within the preserved «славянские обереги» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_RECALL_FIRST,No durable accepted provider scope materially answers this distinct topic/product direction.,NO_DURABLE_EVIDENCE_FOUND,NONE,NONE,No durable evidence was found that answers the current bounded discovery question.,S08Q0320,славянские обереги,DISCOVERY_RECALL_FIRST,BARE_RECALL_SEED_NO_MORPHOLOGY_FIXATION,The distinctive topic «славянские обереги» needs recall-first discovery; a bare seed maximizes observable current vocabulary without imposing unsupported exact-form constraints.,"[""225""]","[""DEVICE_ALL""]",2000,"2000 maximizes observable recall within one billed GetTop request; reaching the boundary will be recorded as a depth limit, never semantic completeness.",The shared seed answers an unresolved bounded question for 17 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=SLAVIC_AMULETS_GENERIC; lane=INFO; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000452,Изображение руны Альгиз,Изображение руны Альгиз,TERMINOLOGY,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «Изображение руны Альгиз» expose current Russia-wide Yandex demand vocabulary within the preserved «руна Альгиз» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_RECALL_FIRST,No durable accepted provider scope materially answers this distinct topic/product direction.,NO_DURABLE_EVIDENCE_FOUND,NONE,NONE,No durable evidence was found that answers the current bounded discovery question.,S08Q0214,руна Альгиз,DISCOVERY_RECALL_FIRST,BARE_RECALL_SEED_NO_MORPHOLOGY_FIXATION,The distinctive topic «руна Альгиз» needs recall-first discovery; a bare seed maximizes observable current vocabulary without imposing unsupported exact-form constraints.,"[""225""]","[""DEVICE_ALL""]",2000,"2000 maximizes observable recall within one billed GetTop request; reaching the boundary will be recorded as a depth limit, never semantic completeness.",The shared seed answers an unresolved bounded question for 15 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=RUNE_ALGIZ; lane=INFO; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000453,Изображение руны Одал,Изображение руны Одал,TERMINOLOGY,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «Изображение руны Одал» expose current Russia-wide Yandex demand vocabulary within the preserved «руна Одал / Отал» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_RECALL_FIRST,No durable accepted provider scope materially answers this distinct topic/product direction.,NO_DURABLE_EVIDENCE_FOUND,NONE,NONE,No durable evidence was found that answers the current bounded discovery question.,S08Q0250,руна (Одал|Отал),DISCOVERY_RECALL_FIRST,DISTINCT_ALIAS_OR_GROUP_NO_MORPHOLOGY_FIXATION,The distinctive topic «руна Одал / Отал» needs recall-first discovery; a bare seed maximizes observable current vocabulary without imposing unsupported exact-form constraints.,"[""225""]","[""DEVICE_ALL""]",2000,"2000 maximizes observable recall within one billed GetTop request; reaching the boundary will be recorded as a depth limit, never semantic completeness.",The shared seed answers an unresolved bounded question for 17 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=RUNE_ODAL; lane=INFO; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000454,Изображение руны Феху,Изображение руны Феху,TERMINOLOGY,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «Изображение руны Феху» expose current Russia-wide Yandex demand vocabulary within the preserved «руна Феху / Феу» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_RECALL_FIRST,No durable accepted provider scope materially answers this distinct topic/product direction.,NO_DURABLE_EVIDENCE_FOUND,NONE,NONE,No durable evidence was found that answers the current bounded discovery question.,S08Q0231,руна (Феху|Феу),DISCOVERY_RECALL_FIRST,DISTINCT_ALIAS_OR_GROUP_NO_MORPHOLOGY_FIXATION,The distinctive topic «руна Феху / Феу» needs recall-first discovery; a bare seed maximizes observable current vocabulary without imposing unsupported exact-form constraints.,"[""225""]","[""DEVICE_ALL""]",2000,"2000 maximizes observable recall within one billed GetTop request; reaching the boundary will be recorded as a depth limit, never semantic completeness.",The shared seed answers an unresolved bounded question for 14 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=RUNE_FEHU; lane=INFO; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000457,Ингуз,Ингуз,TERMINOLOGY,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «Ингуз» expose current Russia-wide Yandex demand vocabulary within the preserved «руна Ингуз» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_RECALL_FIRST,No durable accepted provider scope materially answers this distinct topic/product direction.,NO_DURABLE_EVIDENCE_FOUND,NONE,NONE,No durable evidence was found that answers the current bounded discovery question.,S08Q0237,руна Ингуз,DISCOVERY_RECALL_FIRST,BARE_RECALL_SEED_NO_MORPHOLOGY_FIXATION,The distinctive topic «руна Ингуз» needs recall-first discovery; a bare seed maximizes observable current vocabulary without imposing unsupported exact-form constraints.,"[""225""]","[""DEVICE_ALL""]",2000,"2000 maximizes observable recall within one billed GetTop request; reaching the boundary will be recorded as a depth limit, never semantic completeness.",The shared seed answers an unresolved bounded question for 2 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=RUNE_INGUZ; lane=INFO; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000459,Индийский знак Ом,Индийский знак Ом,PRODUCT_NAME,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «Индийский знак Ом» expose current Russia-wide Yandex demand vocabulary within the preserved «символ Ом / Аум» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_PRECISION_VALIDATION,Existing Ом/Аум evidence does not answer this narrower branch without conflating distinct spellings or product versus informational scope.,RELATED_BUT_INSUFFICIENT,STEP03:Q005:wordstat-d906b011-52e0-4a5e-b9f1-b155776056a2,STEP_03_WORDSTAT_RAW/MANUAL__053__wordstat-d906b011-52e0-4a5e-b9f1-b155776056a2.raw.txt,Prior evidence is retained as related context only; a qualified collision-safe seed is still required.,S08Q0182,Индийский знак Ом,COLLISION_DIAGNOSTIC,QUALIFIED_LITERAL_COLLISION_DIAGNOSTIC_NO_MORPHOLOGY_FIXATION,The topic «символ Ом / Аум» has a documented spelling/referent collision risk; the qualifier preserves the intended symbol/product context without asserting spelling equivalence or fixing morphology.,"[""225""]","[""DEVICE_ALL""]",500,"500 is sufficient for the qualified collision diagnostic; the purpose is branch separation, not exhaustive broad discovery.",The shared seed answers an unresolved bounded question for 1 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=OM_AUM; lane=PRODUCT; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000461,Исландские руны,Исландские руны,TERMINOLOGY,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «Исландские руны» expose current Russia-wide Yandex demand vocabulary within the preserved «исландские руны» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_RECALL_FIRST,No durable accepted provider scope materially answers this distinct topic/product direction.,NO_DURABLE_EVIDENCE_FOUND,NONE,NONE,No durable evidence was found that answers the current bounded discovery question.,S08Q0289,исландские руны,DISCOVERY_RECALL_FIRST,BARE_RECALL_SEED_NO_MORPHOLOGY_FIXATION,The distinctive topic «исландские руны» needs recall-first discovery; a bare seed maximizes observable current vocabulary without imposing unsupported exact-form constraints.,"[""225""]","[""DEVICE_ALL""]",2000,"2000 maximizes observable recall within one billed GetTop request; reaching the boundary will be recorded as a depth limit, never semantic completeness.",The shared seed answers an unresolved bounded question for 1 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=RUNE_TRADITION_ICELANDIC; lane=INFO; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000463,Использование Ом в разных религиозных направлениях,Использование Ом в разных религиозных направлениях,TERMINOLOGY,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «Использование Ом в разных религиозных направлениях» expose current Russia-wide Yandex demand vocabulary within the preserved «символ Ом / Аум» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_PRECISION_VALIDATION,Existing Ом/Аум evidence does not answer this narrower branch without conflating distinct spellings or product versus informational scope.,RELATED_BUT_INSUFFICIENT,STEP03:Q005:wordstat-d906b011-52e0-4a5e-b9f1-b155776056a2,STEP_03_WORDSTAT_RAW/MANUAL__053__wordstat-d906b011-52e0-4a5e-b9f1-b155776056a2.raw.txt,Prior evidence is retained as related context only; a qualified collision-safe seed is still required.,S08Q0165,Использование Ом в разных религиозных направлениях,COLLISION_DIAGNOSTIC,QUALIFIED_LITERAL_COLLISION_DIAGNOSTIC_NO_MORPHOLOGY_FIXATION,The topic «символ Ом / Аум» has a documented spelling/referent collision risk; the qualifier preserves the intended symbol/product context without asserting spelling equivalence or fixing morphology.,"[""225""]","[""DEVICE_ALL""]",500,"500 is sufficient for the qualified collision diagnostic; the purpose is branch separation, not exhaustive broad discovery.",The shared seed answers an unresolved bounded question for 1 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=OM_AUM; lane=INFO; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000464,Использование лотоса,Использование лотоса,TERMINOLOGY,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «Использование лотоса» expose current Russia-wide Yandex demand vocabulary within the preserved «лотос» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_RECALL_FIRST,No durable accepted provider scope materially answers this distinct topic/product direction.,NO_DURABLE_EVIDENCE_FOUND,NONE,NONE,No durable evidence was found that answers the current bounded discovery question.,S08Q0135,символ лотоса,DISCOVERY_RECALL_FIRST,BARE_RECALL_SEED_NO_MORPHOLOGY_FIXATION,The distinctive topic «лотос» needs recall-first discovery; a bare seed maximizes observable current vocabulary without imposing unsupported exact-form constraints.,"[""225""]","[""DEVICE_ALL""]",2000,"2000 maximizes observable recall within one billed GetTop request; reaching the boundary will be recorded as a depth limit, never semantic completeness.",The shared seed answers an unresolved bounded question for 2 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=LOTUS; lane=INFO; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000470,Источники знаний о славянской символике,Источники знаний о славянской символике,TERMINOLOGY,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «Источники знаний о славянской символике» expose current Russia-wide Yandex demand vocabulary within the preserved «славянские символы» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_RECALL_FIRST,No durable accepted provider scope materially answers this distinct topic/product direction.,NO_DURABLE_EVIDENCE_FOUND,NONE,NONE,No durable evidence was found that answers the current bounded discovery question.,S08Q0322,славянские символы,DISCOVERY_RECALL_FIRST,BARE_RECALL_SEED_NO_MORPHOLOGY_FIXATION,The distinctive topic «славянские символы» needs recall-first discovery; a bare seed maximizes observable current vocabulary without imposing unsupported exact-form constraints.,"[""225""]","[""DEVICE_ALL""]",2000,"2000 maximizes observable recall within one billed GetTop request; reaching the boundary will be recorded as a depth limit, never semantic completeness.",The shared seed answers an unresolved bounded question for 13 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=SLAVIC_SYMBOLS_GENERIC; lane=INFO; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
S07C000472,КОМУ ПОДХОДИТ АЛАТЫРЬ,КОМУ ПОДХОДИТ АЛАТЫРЬ,INFORMATIONAL_FORMULATION,NEW_CANDIDATE,ELIGIBLE_NEW_CANDIDATE,1,1,1,"Does «КОМУ ПОДХОДИТ АЛАТЫРЬ» expose current Russia-wide Yandex demand vocabulary within the preserved «Алатырь» direction that is not already answered by accepted durable evidence? A positive observation is discovery evidence only, not final relevance, intent, cluster or page proof.",PROVIDER_REQUIRED_PRECISION_VALIDATION,"Durable prior evidence is related, but its broad/qualified boundary does not answer this narrower candidate question.",RELATED_BUT_INSUFFICIENT,STEP03:S023:wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28,STEP_03_WORDSTAT_RAW/MANUAL__016__alatyr__wordstat-91384b79-6f27-47f4-b6b6-969d3bea3f28.txt,Related evidence informs seed design but cannot close the current qualified question.,S08Q0004,КОМУ ПОДХОДИТ АЛАТЫРЬ,PRECISION_VALIDATION,NARROW_LITERAL_PHRASE_NO_MORPHOLOGY_FIXATION,"The accepted prior scope is related but insufficient, so the literal qualified phrase narrows the evidence question while avoiding automatic quotes, brackets or morphology fixation.","[""225""]","[""DEVICE_ALL""]",1000,1000 is a bounded precision depth for the narrower qualified question; it avoids treating a broad 2000-row scrape as necessary while retaining substantial lower-frequency vocabulary.,The shared seed answers an unresolved bounded question for 1 preserved candidate identity/identities without duplicating accepted evidence.,"SUCCESS_WITH_ROWS => bounded positive provider evidence only after complete RAW persistence and remote readback; then Step03A-compatible normalization, Step03B-compatible sanitation and candidate-level reconciliation.",SUCCESS_WITH_ZERO_ROWS => bounded zero for this exact phrase/operator/region/device/current snapshot only; never universal zero demand.,SUCCESS_BUT_EVIDENCE_INCOMPLETE => persist what was returned and leave the question unresolved; no semantic closure.,VALIDATION_FAILURE => request contract failed and provides no semantic answer; correction requires a separate release.,PROVIDER_FAILURE => no semantic answer; preserve the failure and do not infer demand.,OUTCOME_UNKNOWN => no semantic answer plus duplicate-execution risk; blind retry is forbidden.,false,FULL_VOLUME_794_RECONCILIATION; topic_rule=ALATYR; lane=INFO; Step07 wording/provenance immutable; ranking-query-source limitation ACTIVE.
